ID,specific_sheet_name,Year,quantity-type,quantity-value,quantity-units,FILING,FILETYPE,CIK,COMNAM,datadate,filingdate,NEG,POS,TWORDS,TONE,ACQ,LINK
3133,consolidated balance sheets,2016,Total assets,2482018000,thousands,3133,10-K,812011,VAIL RESORTS INC,31JUL2016,26SEP2016,162,85,14125,-0.005451327,19,edgar/data/812011/0000812011-16-000115.txt
3135,consolidated balance sheets,2016,Total assets,2882442000,thousands,3135,10-K,936395,CIENA CORP,31OCT2016,21DEC2016,141,110,14519,-0.002135133,21,edgar/data/936395/0000936395-16-000128.txt
3139,consolidated balance sheets,2015,Total assets,144332000,thousands,3139,10-K,891293,CTI BIOPHARMA CORP,31DEC2015,17FEB2016,90,64,7516,-0.003459287,7,edgar/data/891293/0000891293-16-000105.txt
3145,consolidated balance sheets,2015,Total assets,316923000,thousands,3145,10-K,1031623,GULF ISLAND FABRICATION INC,31DEC2015,10MAR2016,142,33,6540,-0.016666667,14,edgar/data/1031623/0001031623-16-000018.txt
3148,consolidated balance sheets,2016,Total assets,127211000,thousands,3148,10-K,808326,EMCORE CORP,30SEP2016,07DEC2016,158,82,9595,-0.007920792,1,edgar/data/808326/0000808326-16-000081.txt
3153,consolidated balance sheets,2015,Total Assets,5160265,thousands,3153,10-K,1030916,PREMIER HOLDING CORP.,31DEC2015,14APR2016,71,23,4068,-0.01179941,1,edgar/data/1030916/0001019687-16-005881.txt
3155,consolidated balance sheets,2015,Total assets,719504000,thousands,3155,10-K,917273,RAMBUS INC,31DEC2015,19FEB2016,144,99,13913,-0.003234385,9,edgar/data/917273/0000917273-16-000027.txt
3158,consolidated balance sheets,2015,Total assets,8911120000,thousands,3158,10-K,1035443,ALEXANDRIA REAL ESTATE EQUITIES INC,31DEC2015,03FEB2016,182,157,23775,-0.001051525,15,edgar/data/1035443/0001035443-16-000136.txt
3161,consolidated balance sheets,2016,Total assets,6596819000,thousands,3161,10-K,1604778,"Qorvo, Inc.",30APR2016,31MAY2016,141,89,12678,-0.004101593,13,edgar/data/1604778/0001604778-16-000175.txt
3163,consolidated balance sheets,2016,Total assets,6213,thousands,3163,10-K,1037038,RALPH LAUREN CORP,30APR2016,19MAY2016,308,93,15403,-0.01395832,20,edgar/data/1037038/0001037038-16-000019.txt
3165,consolidated balance sheets,2015,Total assets,39984000,thousands,3165,10-K,1036262,INTEST CORP,31DEC2015,29MAR2016,78,24,5019,-0.010759115,2,edgar/data/1036262/0001036262-16-000039.txt
3172,consolidated balance sheets,2015,Total assets,691594000,thousands,3172,10-K,1035983,COMFORT SYSTEMS USA INC,31DEC2015,23FEB2016,132,78,10766,-0.00501579,27,edgar/data/1035983/0001047469-16-010332.txt
3177,consolidated balance sheets,2016,Total assets,313452000,thousands,3177,10-K,1023731,8X8 INC /DE/,31MAR2016,31MAY2016,70,44,6661,-0.003903318,7,edgar/data/1023731/0001136261-16-000496.txt
3179,consolidated balance sheets,2016,TOTAL ASSETS,28461000,thousands,3179,10-K,882508,QUICKLOGIC CORPORATION,31JAN2016,18MAR2016,89,46,7032,-0.006114903,0,edgar/data/882508/0000882508-16-000049.txt
3181,consolidated balance sheets,2015,Total assets,3356018000,thousands,3181,10-K,1070985,CORRECTIONS CORP OF AMERICA,31DEC2015,25FEB2016,309,134,17818,-0.009821529,19,edgar/data/1070985/0001193125-16-477634.txt
3189,consolidated balance sheets,2015,Total assets,6638280,thousands,3189,10-K,919130,Onstream Media CORP,30SEP2015,28OCT2016,300,119,22690,-0.007977082,7,edgar/data/919130/0001513162-16-001059.txt
3193,consolidated balance sheets,2015,Total assets,23387205000,thousands,3193,10-K,1077771,UMPQUA HOLDINGS CORP,31DEC2015,25FEB2016,212,65,14146,-0.01039163,48,edgar/data/1077771/0001077771-16-000285.txt
3195,consolidated balance sheets,2015,Total assets,2938777,thousands,3195,10-K,1040792,Helios & Matheson Analytics Inc.,31DEC2015,28MAR2016,51,24,3607,-0.007485445,0,edgar/data/1040792/0001437749-16-028509.txt
3197,consolidated balance sheets,2015,Total assets,2150541000,thousands,3197,10-K,1437578,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,31DEC2015,29FEB2016,66,43,9988,-0.002302763,5,edgar/data/1437578/0001437578-16-000066.txt
3200,consolidated balance sheets,2015,Total assets,19857941000,thousands,3200,10-K,1040971,SL GREEN REALTY CORP,31DEC2015,29FEB2016,132,100,15959,-0.002005138,27,edgar/data/1040971/0001040971-16-000016.txt
3206,consolidated balance sheets,2015,Total assets,185732936,thousands,3206,10-K,1010086,SIGA TECHNOLOGIES INC,31DEC2015,04MAR2016,99,38,6010,-0.01014975,1,edgar/data/1010086/0001010086-16-000019.txt
3209,consolidated balance sheets,2015,Total Assets,8075,thousands,3209,10-K,1041061,YUM BRANDS INC,31DEC2015,16FEB2016,129,68,10123,-0.006025882,5,edgar/data/1041061/0001041061-16-000056.txt
3214,consolidated balance sheets,2015,Total assets,967991000,thousands,3214,10-K,1141807,1ST CONSTITUTION BANCORP,31DEC2015,22MAR2016,243,53,12287,-0.015463498,29,edgar/data/1141807/0001141807-16-000010.txt
3217,consolidated balance sheets,2015,Total assets,8217000,thousands,3217,10-K,1043156,STAR BUFFET INC,31JAN2015,18AUG2016,79,28,4933,-0.010338536,2,edgar/data/1043156/0001437749-16-037763.txt
3219,consolidated balance sheets,2014,Total assets,12786000,thousands,3219,10-K,1043156,STAR BUFFET INC,31JAN2014,18AUG2016,97,25,5105,-0.01410382,2,edgar/data/1043156/0001437749-16-037761.txt
3221,consolidated balance sheets,2016,TOTAL ASSETS,1263500000,thousands,3221,10-K,1041514,NET 1 UEPS TECHNOLOGIES INC,30JUN2016,25AUG2016,235,56,7198,-0.024868019,2,edgar/data/1041514/0001062993-16-011301.txt
3226,consolidated balance sheets,2015,Total assets,364252000,thousands,3226,10-K,1043337,STONERIDGE INC,31DEC2015,14MAR2016,229,64,9291,-0.017759122,1,edgar/data/1043337/0001144204-16-087901.txt
3230,consolidated balance sheets,2015,TOTAL ASSETS,1294863000,thousands,3230,10-K,914138,MIDDLEBURG FINANCIAL CORP,31DEC2015,14MAR2016,200,52,10119,-0.014625951,1,edgar/data/914138/0000914138-16-000028.txt
3232,consolidated balance sheets,2016,TOTAL ASSETS,1760177000,thousands,3232,10-K,798359,INVESTORS REAL ESTATE TRUST,30APR2016,29JUN2016,145,120,16425,-0.00152207,22,edgar/data/798359/0001558370-16-006536.txt
3234,consolidated balance sheets,2015,Total assets,1428250000,thousands,3234,10-K,1042893,DRIL-QUIP INC,31DEC2015,25FEB2016,87,34,6664,-0.007953181,0,edgar/data/1042893/0001193125-16-476825.txt
3238,consolidated balance sheets,2015,Total assets,649883000,thousands,3238,10-K,911177,CASELLA WASTE SYSTEMS INC,31DEC2015,02MAR2016,413,128,21791,-0.013078794,61,edgar/data/911177/0001193125-16-490223.txt
3243,consolidated balance sheets,2015,Total assets,4414929000,thousands,3243,10-K,1031203,GROUP 1 AUTOMOTIVE INC,31DEC2015,17FEB2016,373,138,24805,-0.009473896,49,edgar/data/1031203/0001031203-16-000045.txt
3245,consolidated balance sheets,2015,TOTAL ASSETS,1801030,thousands,3245,10-K,1024626,"CANNABIS SCIENCE, INC.",31DEC2015,09MAY2016,34,28,3455,-0.001736614,6,edgar/data/1024626/0001517126-16-000323.txt
3248,consolidated balance sheets,2015,Total assets,2018485000,thousands,3248,10-K,1037646,METTLER TOLEDO INTERNATIONAL INC/,31DEC2015,04FEB2016,100,99,8449,-0.000118357,4,edgar/data/1037646/0001037646-16-000043.txt
3251,consolidated balance sheets,2015,Total assets,805090,thousands,3251,10-K,1031927,"Echo Therapeutics, Inc.",31DEC2015,30MAR2016,87,72,5247,-0.002858776,1,edgar/data/1031927/0001415889-16-005383.txt
3253,consolidated balance sheets,2016,TOTAL ASSETS,9225952,thousands,3253,10-K,1035354,"Sevion Therapeutics, Inc.",30JUN2016,13OCT2016,81,39,4788,-0.00877193,8,edgar/data/1035354/0001144204-16-128038.txt
3256,consolidated balance sheets,2015,Total Assets,684503000,thousands,3256,10-K,1028954,SUSSEX BANCORP,31DEC2015,16MAR2016,159,40,9390,-0.012673056,1,edgar/data/1028954/0001028954-16-000012.txt
3258,consolidated balance sheets,2016,Total assets,254772000,thousands,3258,10-K,1001115,GEOSPACE TECHNOLOGIES CORP,30SEP2016,17NOV2016,127,27,6706,-0.014912019,2,edgar/data/1001115/0001564590-16-029427.txt
3260,consolidated balance sheets,2016,Total assets,146292000,thousands,3260,10-K,711065,APPLIED MICRO CIRCUITS CORP,31MAR2016,20MAY2016,76,34,5062,-0.008297116,2,edgar/data/711065/0001628280-16-016577.txt
3269,consolidated balance sheets,2015,Total assets,12869000,thousands,3269,10-K,1099132,MANHATTAN SCIENTIFICS INC,31DEC2015,30MAR2016,17,28,2872,0.0038300836,3,edgar/data/1099132/0001477932-16-009327.txt
3271,consolidated balance sheets,2015,Total assets,5074,thousands,3271,10-K,1046257,Ingredion Inc,31DEC2015,19FEB2016,247,195,14632,-0.003553855,37,edgar/data/1046257/0001104659-16-098429.txt
3273,consolidated balance sheets,2015,Total assets,487537000,thousands,3273,10-K,833640,POWER INTEGRATIONS INC,31DEC2015,11FEB2016,59,35,7279,-0.003297156,19,edgar/data/833640/0000833640-16-000276.txt
3275,consolidated balance sheets,2015,Total assets,12083,thousands,3275,10-K,1067701,UNITED RENTALS INC /DE,31DEC2015,27JAN2016,160,79,12765,-0.006345476,48,edgar/data/1067701/0001067701-16-000039.txt
3277,consolidated balance sheets,2015,Total assets,9653,thousands,3277,10-K,1031896,AMERICAN SOIL TECHNOLOGIES INC,30SEP2015,13JAN2016,38,8,1564,-0.019181586,0,edgar/data/1031896/0001165527-16-000630.txt
3282,consolidated balance sheets,2015,TOTAL ASSETS,1280531000,thousands,3282,10-K,1074902,LCNB CORP,31DEC2015,09MAR2016,70,37,5463,-0.006040637,27,edgar/data/1074902/0001074902-16-000046.txt
3287,consolidated balance sheets,2015,Total assets,254137000,thousands,3287,10-K,1087934,"inContact, Inc.",31DEC2015,04MAR2016,60,36,8373,-0.002866356,14,edgar/data/1087934/0001564590-16-014014.txt
3292,consolidated balance sheets,2015,Total Assets,931724000,thousands,3292,10-K,879635,MID PENN BANCORP INC,31DEC2015,17MAR2016,246,76,10878,-0.015627873,27,edgar/data/879635/0000879635-16-000055.txt
3296,consolidated balance sheets,2015,Total assets,8754673000,thousands,3296,10-K,1025378,W. P. Carey Inc.,31DEC2015,26FEB2016,201,107,20419,-0.004603556,121,edgar/data/1025378/0001025378-16-000062.txt
3299,consolidated balance sheets,2015,Total Assets,87822125,thousands,3299,10-K,1041024,"ROCKWELL MEDICAL, INC.",31DEC2015,29FEB2016,43,30,3702,-0.003511615,0,edgar/data/1041024/0001047469-16-010588.txt
3302,consolidated balance sheets,2015,TOTAL ASSETS,610915000,thousands,3302,10-K,1046568,CAREER EDUCATION CORP,31DEC2015,29FEB2016,250,129,12043,-0.01004733,2,edgar/data/1046568/0001564590-16-013719.txt
3306,consolidated balance sheets,2015,Total assets,79650000,thousands,3306,10-K,1024628,ZAP,31DEC2015,14APR2016,63,25,5475,-0.006940639,5,edgar/data/1024628/0001214659-16-010866.txt
3308,consolidated balance sheets,2016,Total assets,235855000,thousands,3308,10-K,1050007,NUTRACEUTICAL INTERNATIONAL CORP,30SEP2016,17NOV2016,52,23,4372,-0.00663312,2,edgar/data/1050007/0001050007-16-000015.txt
3314,consolidated balance sheets,2015,Total assets,575782000,thousands,3314,10-K,717806,UNITED SECURITY BANCSHARES INC,31DEC2015,11MAR2016,146,68,10060,-0.007753479,0,edgar/data/717806/0001564590-16-014527.txt
3317,consolidated balance sheets,2015,Total assets,21846611,thousands,3317,10-K,948072,BIRNER DENTAL MANAGEMENT SERVICES INC,31DEC2015,30MAR2016,69,37,7971,-0.004014553,1,edgar/data/948072/0001140361-16-059508.txt
3321,consolidated balance sheets,2015,Total Assets,8773161,thousands,3321,10-K,814926,"CAPSTONE COMPANIES, INC.",31DEC2015,23MAR2016,26,62,3151,0.0114249445,1,edgar/data/814926/0000939802-16-000098.txt
3325,consolidated balance sheets,2015,Total assets,15303,thousands,3325,10-K,1492633,Nielsen Holdings plc,31DEC2015,19FEB2016,191,139,18397,-0.002826548,40,edgar/data/1492633/0001564590-16-012905.txt
3327,consolidated balance sheets,2015,Total assets,12264757000,thousands,3327,10-K,1513761,Norwegian Cruise Line Holdings Ltd.,31DEC2015,29FEB2016,63,70,7276,0.0009620671,28,edgar/data/1513761/0001571049-16-012414.txt
3331,consolidated balance sheets,2015,Total Assets,1796537000,thousands,3331,10-K,1130144,SIERRA BANCORP,31DEC2015,11MAR2016,268,128,14264,-0.009814919,30,edgar/data/1130144/0001144204-16-087351.txt
3337,consolidated balance sheets,2016,Total Assets,15565831,thousands,3337,10-K,744452,APPLIED DNA SCIENCES INC,30SEP2016,06DEC2016,49,20,5041,-0.005752827,0,edgar/data/744452/0001571049-16-020376.txt
3340,consolidated balance sheets,2015,Total assets,665356846,thousands,3340,10-K,740806,F&M BANK CORP,31DEC2015,30MAR2016,135,29,8337,-0.012714406,1,edgar/data/740806/0001354488-16-006762.txt
3343,consolidated balance sheets,2015,TOTAL ASSETS,691387000,thousands,3343,10-K,1040799,FOUR OAKS FINCORP INC,31DEC2015,29MAR2016,226,54,9717,-0.017700937,1,edgar/data/1040799/0001040799-16-000015.txt
3348,consolidated balance sheets,2015,Total assets,61919836,thousands,3348,10-K,1134115,INTERNATIONAL TOWER HILL MINES LTD,31DEC2015,16MAR2016,67,46,4794,-0.004380476,6,edgar/data/1134115/0001279569-16-002939.txt
3350,consolidated balance sheets,2016,Total assets,93349415,thousands,3350,10-K,1039280,NETSOL TECHNOLOGIES INC,30JUN2016,15SEP2016,59,51,5907,-0.001354325,3,edgar/data/1039280/0001493152-16-013366.txt
3361,consolidated balance sheets,2015,Total Assets,193435,thousands,3361,10-K,1107280,OCULUS VISIONTECH INC.,31DEC2015,31MAR2016,24,8,1590,-0.010062893,0,edgar/data/1107280/0001575872-16-000314.txt
3364,consolidated balance sheets,2015,Total assets,5354000,thousands,3364,10-K,1083522,JONES SODA CO,31DEC2015,24MAR2016,36,20,2791,-0.005732712,0,edgar/data/1083522/0001083522-16-000081.txt
3368,consolidated balance sheets,2016,Total assets,33158000,thousands,3368,10-K,1029744,SONIC FOUNDRY INC,30SEP2016,22DEC2016,45,35,5000,-0.002,0,edgar/data/1029744/0001029744-16-000025.txt
3375,consolidated balance sheets,2015,Total assets,337912000,thousands,3375,10-K,1056696,MANHATTAN ASSOCIATES INC,31DEC2015,05FEB2016,68,81,8521,0.0015256425,7,edgar/data/1056696/0001564590-16-012414.txt
3380,consolidated balance sheets,2015,Total assets,2386752000,thousands,3380,10-K,1195933,INFINITY PROPERTY & CASUALTY CORP,31DEC2015,25FEB2016,272,76,7683,-0.025510868,3,edgar/data/1195933/0001195933-16-000068.txt
3382,consolidated balance sheets,2015,Total assets,22261918000,thousands,3382,10-K,740260,VENTAS INC,31DEC2015,12FEB2016,177,107,16757,-0.004177359,35,edgar/data/740260/0000740260-16-000201.txt
3386,consolidated balance sheets,2015,Total assets,1030,thousands,3386,10-K,1054905,INNOSPEC INC.,31DEC2015,17FEB2016,112,77,8537,-0.004099801,15,edgar/data/1054905/0001193125-16-466575.txt
3389,consolidated balance sheets,2015,Total assets,67712000,thousands,3389,10-K,1054102,"Interpace Diagnostics Group, Inc.",31DEC2015,30MAR2016,141,54,6848,-0.012704439,16,edgar/data/1054102/0001054102-16-000097.txt
3393,consolidated balance sheets,2016,Total assets,160379000,thousands,3393,10-K,1057379,"HACKETT GROUP, INC.",31JAN2016,16MAR2016,78,55,5213,-0.004412047,29,edgar/data/1057379/0001562762-16-000357.txt
3399,consolidated balance sheets,2015,TOTAL ASSETS,6242914,thousands,3399,10-K,1128281,"Saker Aviation Services, Inc.",31DEC2015,11APR2016,36,14,3605,-0.006102635,7,edgar/data/1128281/0001144204-16-093620.txt
3401,consolidated balance sheets,2015,Total Assets,5660000,thousands,3401,10-K,1075736,"Crexendo, Inc.",31DEC2015,01MAR2016,67,31,6172,-0.005832793,4,edgar/data/1075736/0001354488-16-006418.txt
3403,consolidated balance sheets,2016,Total assets,179445000,thousands,3403,10-K,1059272,"bebe stores, inc.",31JUL2016,28SEP2016,109,38,5565,-0.012758311,0,edgar/data/1059272/0001059272-16-000138.txt
3412,consolidated balance sheets,2015,Total assets,3024787000,thousands,3412,10-K,1058623,CUMULUS MEDIA INC,31DEC2015,10MAR2016,148,92,13146,-0.004259851,6,edgar/data/1058623/0001058623-16-000053.txt
3415,consolidated balance sheets,2015,Total assets,1015441000,thousands,3415,10-K,702513,Bank of Commerce Holdings,31DEC2015,08MAR2016,282,117,18745,-0.008802347,12,edgar/data/702513/0001437749-16-027040.txt
3418,consolidated balance sheets,2015,Total assets,862734000,thousands,3418,10-K,932781,FIRST COMMUNITY CORP /SC/,31DEC2015,16MAR2016,150,61,11123,-0.008001438,42,edgar/data/932781/0001552781-16-001410.txt
3421,consolidated balance sheets,2015,Total Assets,989068000,thousands,3421,10-K,792966,FARMERS & MERCHANTS BANCORP INC,31DEC2015,24FEB2016,137,132,11999,-0.000416701,4,edgar/data/792966/0001193125-16-474789.txt
3426,consolidated balance sheets,2016,TOTAL ASSETS,30147000,thousands,3426,10-K,898770,SHARPS COMPLIANCE CORP,30JUN2016,25AUG2016,37,49,5886,0.002038736,14,edgar/data/898770/0001140361-16-077870.txt
3428,consolidated balance sheets,2015,Total assets,68642000,thousands,3428,10-K,1056358,MANNATECH INC,31DEC2015,15MAR2016,100,48,7709,-0.006745363,0,edgar/data/1056358/0001140361-16-057737.txt
3430,consolidated balance sheets,2015,Total assets,521797000,thousands,3430,10-K,1056923,DATALINK CORP,31DEC2015,14MAR2016,78,72,9494,-0.000631978,32,edgar/data/1056923/0001047469-16-011108.txt
3436,consolidated balance sheets,2016,Total Assets,56033509,thousands,3436,10-K,1435064,CEMTREX INC,30SEP2016,28DEC2016,32,8,2467,-0.009728415,10,edgar/data/1435064/0001493152-16-016244.txt
3438,consolidated balance sheets,2016,Total assets,422701000,thousands,3438,10-K,945699,IXYS CORP /DE/,31MAR2016,09JUN2016,89,42,8535,-0.005506737,13,edgar/data/945699/0001193125-16-616907.txt
3441,consolidated balance sheets,2015,Total assets,266,thousands,3441,10-K,1041379,"POPEYES LOUISIANA KITCHEN, INC.",31DEC2015,23FEB2016,70,57,8314,-0.001563628,1,edgar/data/1041379/0001041379-16-000029.txt
3444,consolidated balance sheets,2015,TOTAL ASSETS,16326,thousands,3444,10-K,1135971,PEPCO HOLDINGS INC,31DEC2015,19FEB2016,523,209,36303,-0.008649423,152,edgar/data/27879/0001193125-16-468556.txt
3446,consolidated balance sheets,2015,Total Assets,1129526,thousands,3446,10-K,1318482,SHOAL GAMES LTD.,31DEC2015,17MAR2016,19,8,1445,-0.007612457,0,edgar/data/1318482/0001318482-16-000010.txt
3455,consolidated balance sheets,2015,Total Assets,1534371,thousands,3455,10-K,1284766,WHITE MOUNTAIN TITANIUM CORP,31DEC2015,28MAR2016,23,4,1225,-0.015510204,0,edgar/data/1284766/0001062993-16-008526.txt
3462,consolidated balance sheets,2015,Total assets,5358514,thousands,3462,10-K,1066764,"Spine Injury Solutions, Inc",31DEC2015,29MAR2016,24,11,1432,-0.009078212,0,edgar/data/1066764/0001185185-16-004041.txt
3465,consolidated balance sheets,2016,Total assets,38589892,thousands,3465,10-K,50471,PARK CITY GROUP INC,30JUN2016,07SEP2016,31,31,5275,0,6,edgar/data/50471/0001415889-16-007070.txt
3469,consolidated balance sheets,2015,Total assets,1299548000,thousands,3469,10-K,1068875,"BLUCORA, INC.",31DEC2015,24FEB2016,171,49,11544,-0.010568261,37,edgar/data/1068875/0001068875-16-000198.txt
3474,consolidated balance sheets,2015,Total Assets,715827000,thousands,3474,10-K,1070296,FIRST CAPITAL INC,31DEC2015,29MAR2016,72,39,6368,-0.005182161,18,edgar/data/1070296/0001171843-16-008855.txt
3478,consolidated balance sheets,2015,Total assets,451744000,thousands,3478,10-K,927720,SPANISH BROADCASTING SYSTEM INC,31DEC2015,13APR2016,160,47,9026,-0.012519388,0,edgar/data/927720/0001564590-16-016156.txt
3482,consolidated balance sheets,2016,Total assets,7370,thousands,3482,10-K,1045810,NVIDIA CORP,31JAN2016,17MAR2016,146,60,9638,-0.008923013,2,edgar/data/1045810/0001045810-16-000205.txt
3485,consolidated balance sheets,2015,TOTAL ASSETS,1022108000,thousands,3485,10-K,1067837,ENTERCOM COMMUNICATIONS CORP,31DEC2015,26FEB2016,128,51,9818,-0.007842738,35,edgar/data/1067837/0001193125-16-480572.txt
3489,consolidated balance sheets,2016,Total assets,652887000,thousands,3489,10-K,1073349,BOTTOMLINE TECHNOLOGIES INC /DE/,30JUN2016,29AUG2016,108,46,10335,-0.005999032,22,edgar/data/1073349/0001193125-16-694935.txt
3494,consolidated balance sheets,2015,Total assets,2285531000,thousands,3494,10-K,1018399,ENTERPRISE BANCORP INC /MA/,31DEC2015,15MAR2016,373,118,17147,-0.014871406,0,edgar/data/1018399/0001018399-16-000076.txt
3497,consolidated balance sheets,2015,Total assets,1273347000,thousands,3497,10-K,1049502,MKS INSTRUMENTS INC,31DEC2015,26FEB2016,124,77,10039,-0.004681741,23,edgar/data/1049502/0001193125-16-481436.txt
3499,consolidated balance sheets,2015,Total Assets,211998000,thousands,3499,10-K,1069878,TREX CO INC,31DEC2015,23FEB2016,135,47,7099,-0.012396112,0,edgar/data/1069878/0001193125-16-472797.txt
3503,consolidated balance sheets,2016,Total assets,19566533,thousands,3503,10-K,1083446,"Apollo Medical Holdings, Inc.",31MAR2016,29JUN2016,143,63,12140,-0.006589786,7,edgar/data/1083446/0001144204-16-110594.txt
3505,consolidated balance sheets,2015,Total assets,23174,thousands,3505,10-K,1079577,STANCORP FINANCIAL GROUP INC,31DEC2015,26FEB2016,445,178,21892,-0.012196236,54,edgar/data/1079577/0001193125-16-482052.txt
3507,consolidated balance sheets,2015,Total assets,572718000,thousands,3507,10-K,1066605,HEIDRICK & STRUGGLES INTERNATIONAL INC,31DEC2015,10MAR2016,67,67,8203,0,8,edgar/data/1066605/0001628280-16-012581.txt
3512,consolidated balance sheets,2015,Total assets,102891654,thousands,3512,10-K,1080056,"THESTREET, INC.",31DEC2015,09MAR2016,103,36,8696,-0.007704692,13,edgar/data/1080056/0001615774-16-004428.txt
3514,consolidated balance sheets,2015,Total assets,31656410,thousands,3514,10-K,1080340,"MANHATTAN BRIDGE CAPITAL, INC",31DEC2015,08MAR2016,25,22,3974,-0.000754907,2,edgar/data/1080340/0001144204-16-086636.txt
3516,consolidated balance sheets,2016,Total assets,4939811000,thousands,3516,10-K,1009626,BROCADE COMMUNICATIONS SYSTEMS INC,31OCT2016,16DEC2016,173,88,15481,-0.005490601,53,edgar/data/1009626/0001009626-16-000334.txt
3518,consolidated balance sheets,2015,Total assets,712902000,thousands,3518,10-K,1073429,US CONCRETE INC,31DEC2015,04MAR2016,200,103,14253,-0.006805585,16,edgar/data/1073429/0001073429-16-000322.txt
3520,consolidated balance sheets,2016,Total assets,2306323000,thousands,3520,10-K,1048695,F5 NETWORKS INC,30SEP2016,04NOV2016,76,47,7675,-0.003778502,4,edgar/data/1048695/0001048695-16-000049.txt
3522,consolidated balance sheets,2016,Total assets,81751000,thousands,3522,10-K,1082506,"Great Elm Capital Group, Inc.",30JUN2016,14SEP2016,80,27,4005,-0.013233458,3,edgar/data/1082506/0001558370-16-008344.txt
3526,consolidated balance sheets,2015,Total assets,2184445000,thousands,3526,10-K,1082554,UNITED THERAPEUTICS Corp,31DEC2015,25FEB2016,89,78,12170,-0.000903862,2,edgar/data/1082554/0001047469-16-010392.txt
3529,consolidated balance sheets,2015,Total assets,528614000,thousands,3529,10-K,1082923,STAMPS.COM INC,31DEC2015,29FEB2016,83,50,10413,-0.003169116,33,edgar/data/1082923/0001567619-16-001904.txt
3535,consolidated balance sheets,2015,Total assets,597375000,thousands,3535,10-K,1050606,"SALEM MEDIA GROUP, INC. /DE/",31DEC2015,11MAR2016,359,127,23880,-0.009715243,44,edgar/data/1050606/0001144204-16-087583.txt
3539,consolidated balance sheets,2015,Total assets,22172000,thousands,3539,10-K,1082324,VirnetX Holding Corp,31DEC2015,15MAR2016,188,53,8256,-0.016351744,0,edgar/data/1082324/0001567619-16-002021.txt
3543,consolidated balance sheets,2015,TOTAL ASSETS,346475000,thousands,3543,10-K,1275229,"General Moly, Inc",31DEC2015,11MAR2016,181,58,10992,-0.011189956,1,edgar/data/1275229/0001558370-16-004056.txt
3547,consolidated balance sheets,2015,Total assets,2376,thousands,3547,10-K,1415020,Thompson Creek Metals Co Inc.,31DEC2015,24FEB2016,270,139,19632,-0.006672779,0,edgar/data/1415020/0001415020-16-000138.txt
3550,consolidated balance sheets,2015,Total assets,474364000,thousands,3550,10-K,1085869,PERFICIENT INC,31DEC2015,03MAR2016,51,36,6944,-0.002160138,21,edgar/data/1085869/0001085869-16-000055.txt
3554,consolidated balance sheets,2016,Total assets,4155099000,thousands,3554,10-K,1087423,RED HAT INC,29FEB2016,26APR2016,80,74,11960,-0.000501672,13,edgar/data/1087423/0001193125-16-556503.txt
3557,consolidated balance sheets,2016,Total assets,6751000,thousands,3557,10-K,1076682,MAJESCO ENTERTAINMENT CO,31OCT2016,30DEC2016,59,34,5241,-0.004770082,2,edgar/data/1076682/0001654954-16-005166.txt
3559,consolidated balance sheets,2015,Total assets,4539000,thousands,3559,10-K,1641129,"LookSmart Group, Inc.",31DEC2015,14APR2016,96,63,8861,-0.003724185,13,edgar/data/1641129/0001615774-16-004960.txt
3567,consolidated balance sheets,2015,Total assets,198210000,thousands,3567,10-K,1142701,UNITED ONLINE INC,31DEC2015,03MAR2016,253,58,14334,-0.013604018,5,edgar/data/1142701/0001047469-16-010690.txt
3569,consolidated balance sheets,2015,Total assets,555555000,thousands,3569,10-K,1056386,Internap Corp,31DEC2015,18FEB2016,106,74,7522,-0.004254188,7,edgar/data/1056386/0001571049-16-011923.txt
3572,consolidated balance sheets,2016,TOTAL ASSETS,56231591,thousands,3572,10-K,1060426,"AOXING PHARMACEUTICAL COMPANY, INC.",30JUN2016,05OCT2016,24,8,1587,-0.010081916,0,edgar/data/1060426/0001096906-16-001934.txt
3576,consolidated balance sheets,2016,Total assets,879717000,thousands,3576,10-K,1045547,INDEPENDENT GASOLINE & OIL CO OF ROCHESTER,31AUG2016,29NOV2016,58,60,8588,0.0002328831,4,edgar/data/101462/0001193125-16-779734.txt
3579,consolidated balance sheets,2015,TOTAL ASSETS,409145000,thousands,3579,10-K,1091907,WORLD WRESTLING ENTERTAINMENTINC,31DEC2015,12FEB2016,155,60,10856,-0.008750921,1,edgar/data/1091907/0001091907-16-000046.txt
3581,consolidated balance sheets,2015,Total assets,14913000,thousands,3581,10-K,1093207,CROSSROADS SYSTEMS INC,31OCT2015,13JAN2016,95,51,8133,-0.005410058,1,edgar/data/1093207/0001144204-16-075409.txt
3584,consolidated balance sheets,2015,Total assets,14416698,thousands,3584,10-K,1069308,"Opexa Therapeutics, Inc.",31DEC2015,15MAR2016,26,20,2632,-0.002279635,0,edgar/data/1069308/0001354488-16-006584.txt
3586,consolidated balance sheets,2015,Total assets,4187925000,thousands,3586,10-K,1086222,AKAMAI TECHNOLOGIES INC,31DEC2015,29FEB2016,113,92,11502,-0.001825769,23,edgar/data/1086222/0001086222-16-000245.txt
3590,consolidated balance sheets,2015,Total assets,367955000,thousands,3590,10-K,1077183,NEOGENOMICS INC,31DEC2015,15MAR2016,58,88,9509,0.0031549059,34,edgar/data/1077183/0001564590-16-014868.txt
